GeneName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Lpin2	782.751981543962	0.468089382035855	0.20805760103951	2.24980668669233	0.024461219373313	0.180686321715392
Brd2	1103.61379268432	0.339041858331496	0.15077139214901	2.24871478268513	0.0245306480624088	0.180977000980055
A930001N09Rik	291.838246336657	-0.578530660827441	0.257470313161352	-2.24698006431866	0.0246413012075421	0.18140490689541
Abcb1b	50.9249545475163	-0.909206956926424	0.404612145430983	-2.24710742668874	0.0246331624121391	0.18140490689541
Rnf167	913.740561597638	-0.412558709517232	0.18356722125323	-2.24745304036666	0.0246110885090074	0.18140490689541
Rnf40	313.779650731439	-0.655668725943775	0.291847193125278	-2.24661652189447	0.0246645453551637	0.181446790598557
Magoh	1451.2932589289	0.419888934435738	0.186924709334243	2.24629978525165	0.0246848123196497	0.181466728403911
1700094D03Rik	148.619078127575	-0.779891138933516	0.347377428389413	-2.24508294205935	0.0247628084553646	0.18182579116184
BC031181	1013.11461834619	0.42681221015854	0.1901177285213	2.24498900485613	0.0247688384245231	0.18182579116184
Cfdp1	817.495937576038	0.443239986775758	0.197528392705258	2.2439305089529	0.0248368728106616	0.182195824961673
Slc39a11	227.331836374468	0.767196021391971	0.341983313712842	2.2433726753001	0.0248727924165307	0.182200696256032
Tmem81	42.1210063680621	-0.90662990639742	0.404136651232275	-2.24337462002757	0.0248726671149955	0.182200696256032
Pon2	274.027079672021	-0.650148046398875	0.290005985790473	-2.24184354204538	0.0249714859896544	0.182664741110451
Snx12	305.71281593544	0.660875982019421	0.29478075060516	2.24192380493875	0.0249662972290719	0.182664741110451
3830406C13Rik	149.774359200922	-0.791394684426772	0.353080208036161	-2.24140199992666	0.0250000470930489	0.182744332923446
Rpa3	295.236564933837	0.587470067415653	0.262279807620757	2.23986006679212	0.0251000088339886	0.183345364882054
Ankrd17	826.104210107759	0.392434694946204	0.175258201291863	2.23918020414161	0.0251441933450559	0.183408879615031
Zfp414	120.207390567011	-0.809444280174721	0.361457579919839	-2.23938941978816	0.0251305891807912	0.183408879615031
Pura	447.591960315352	-0.512340818790725	0.228839788149348	-2.23886249386123	0.0251648645209934	0.183430211346254
Oas1a	46.6464602900085	-0.903933593403103	0.403902537807605	-2.23799929138768	0.0252211013364007	0.183710573229766
Cenph	201.700581812088	0.77234763689714	0.345313942528824	2.23665349635476	0.0253089955939528	0.184150170544489
Zfp738	36.3140556746579	0.902140896604999	0.403366358947603	2.23652983595042	0.0253170851725734	0.184150170544489
Tcea2	94.2244215815614	-0.857327704184089	0.383424022154848	-2.23597806774311	0.0253532078507819	0.184153728985018
Utp3	1013.0990239537	0.378384834078056	0.169213866509111	2.23613372759662	0.0253430127339559	0.184153728985018
Snhg1	626.929527516818	0.522971860709132	0.233938585762763	2.23550920000635	0.0253839383187153	0.184247462403259
Tmem63a	676.956538329535	0.429005119150451	0.191974580040324	2.23469752641385	0.0254372131235481	0.184504585856136
Slc38a6	17.4378304812353	-0.81066589619671	0.362986983542504	-2.23331946585293	0.025527884741125	0.185032410017018
Cr2	2044.38092709678	-0.387059959087556	0.173347441300695	-2.23285648858322	0.0255584097309095	0.185123842311619
Rpl18a	23091.1675997429	-0.3231481446497	0.144793723354556	-2.23178282292256	0.0256293201402255	0.185507460062585
Bcl6	245.123470680447	0.769897370697378	0.34528044235987	2.22977405101604	0.0257624469220574	0.186340553804328
Acbd6	330.158521355615	0.627026909822528	0.281363276946935	2.22853144385571	0.0258450969297222	0.186807637668258
LOC100044751	121.954205427775	-0.81668546824415	0.366617201817292	-2.22762452006045	0.0259055641536213	0.187113844229091
Fmr1	194.870280885669	0.730703469089679	0.328119034059799	2.2269463007029	0.0259508628994153	0.187190930409697
Stap1	749.615167450639	0.475460687554474	0.213505723767587	2.22692244106785	0.025952457747397	0.187190930409697
Gstm1	14.6565546377252	-0.760230092725198	0.341540883862784	-2.22588313330777	0.0260220104165604	0.187561715247955
Ccnd3	2010.53863507822	0.402187668436913	0.180818969311104	2.22425595040827	0.0261312285783524	0.187968182171433
Csrnp1	913.543313075733	0.372943185211598	0.167672925945331	2.22423019762413	0.0261329603115663	0.187968182171433
Fnbp4	706.168052456876	-0.455035433867865	0.204564227988096	-2.22441351717831	0.0261206352388731	0.187968182171433
Elac2	117.610007086356	-0.832609416636455	0.374513917946405	-2.223173497001	0.0262041032158903	0.188348825340363
B230208H11Rik	13.4920724228715	-0.872387931040614	0.392566077420914	-2.22227029083114	0.0262650446506065	0.18838847282893
Eprs	784.498054993591	0.406488469323715	0.182921737692895	2.22219881819711	0.0262698723019065	0.18838847282893
Rpl18	26652.657083127	-0.367895072614122	0.165515133890056	-2.22272769847437	0.0262341669956205	0.18838847282893
Tmem59	922.470160281058	-0.486273759585943	0.218843938605995	-2.22201155162641	0.0262825249438194	0.18838847282893
5930416I19Rik	570.832185174668	0.582651915136225	0.262524659861505	2.21941784609341	0.0264583106548849	0.189254739743177
Comtd1	37.6265397041132	-0.898120898871406	0.404638441640333	-2.21956395252656	0.0264483815128291	0.189254739743177
Lrrc32	131.740443725948	0.874985617219278	0.394217013698456	2.21955315680153	0.0264491150615832	0.189254739743177
Cep164	722.54308650049	0.540769667899692	0.243719329766864	2.21882141402973	0.0264988765658591	0.189262833417273
Mcc	20.3900955145544	-0.88786522552203	0.40024128924469	-2.21832491894465	0.0265326863024021	0.189262833417273
Nelf	45.1037567476853	-0.897483324458581	0.40454382075589	-2.21850706502359	0.0265202784082811	0.189262833417273
Tmem123	2312.36682163289	-0.355773098648202	0.160368404669105	-2.21847376596584	0.0265225463844691	0.189262833417273
Zfp664	358.357877125052	0.625096911089403	0.282108378381892	2.21580413412325	0.0267049192136023	0.190360031028823
Tmem65	35.2858289505298	-0.852404209223807	0.384767013531329	-2.21537756420588	0.0267341599716013	0.190437131265659
2310021P13Rik	363.026918407625	-0.540736223024695	0.244224970048802	-2.2140906514049	0.0268225436027309	0.190574476665659
Cldnd1	341.670346427	0.508840903977852	0.229767441352049	2.21459098375129	0.0267881514427711	0.190574476665659
Mgat1	1048.25600203268	-0.390448801161996	0.176395321053391	-2.21348728997078	0.0268640685470071	0.190574476665659
Mt1	35.4698117168105	-0.858318684422914	0.387748678223842	-2.21359538439849	0.0268566251212109	0.190574476665659
Trf	106.00445942939	-0.787231186558629	0.355651426433254	-2.21349087350383	0.0268638217549347	0.190574476665659
Trp53inp2	150.061844558149	0.846645806978321	0.382487764534306	2.21352389666411	0.0268615475959264	0.190574476665659
BC094916	19.4116258360135	-0.829703169371563	0.375254261366952	-2.21104263106613	0.0270328850551025	0.191577122594988
Isg20	273.178563564381	0.625457488698577	0.282896699889434	2.21090415315211	0.0270424750257438	0.191577122594988
Fyn	634.867269553064	0.467082788007575	0.211331688241908	2.2101881260368	0.0270921087064381	0.19179728465051
Ralgds	579.447578920604	0.554286166790282	0.250969927302366	2.20857603438074	0.0272041438114196	0.192458610838353
Mvp	193.795990138344	-0.637981961137839	0.288918723649467	-2.20817104921132	0.0272323517168067	0.192526393532773
Acaa2	227.628141352346	-0.589285273514201	0.266964092707785	-2.20735780432923	0.0272890718451083	0.192664036939595
Bad	370.792771197611	0.589343020365357	0.267054876639076	2.20682366029905	0.0273263814002947	0.192664036939595
Lrch1	634.324706188753	0.45470048666032	0.206006929506073	2.20720966887143	0.0272994145870756	0.192664036939595
Ppp1r16b	1041.61329791563	0.348289431524235	0.157805975296983	2.20707378709059	0.0273089047577377	0.192664036939595
Dnajc7	491.077299147622	-0.58911042981305	0.267176391383546	-2.20494942222403	0.0274576438815941	0.19345753725982
Zbtb8a	47.0188585507111	0.888287533486234	0.403033810142353	2.20400252071281	0.027524166813181	0.19379413363831
Ptcd3	298.593471061079	-0.660314750184523	0.300000141036915	-2.20104813251828	0.0277326165638874	0.195128880057413
Itgb1bp2	13.8645695258868	0.727321909061498	0.330741171616006	2.1990667370131	0.0278731772877121	0.195984462888294
Itgav	98.1116416441907	0.819571198511924	0.372859400766527	2.19807036332474	0.0279440921012506	0.196216124971825
Rpl19	34233.8601963483	-0.215973379770334	0.0982474719695305	-2.1982589011279	0.0279306613988247	0.196216124971825
Pink1	161.166434411617	-0.672608998716924	0.306057983917976	-2.19765219030255	0.0279739009967231	0.196292084658608
1810007M14Rik	250.898246183238	-0.601652099143148	0.273975712980124	-2.19600523199221	0.0280915689031118	0.196717111234799
Amacr	44.7546751104776	-0.884941386468336	0.402894834851755	-2.19645751178207	0.0280592130947294	0.196717111234799
Cd5l	104.70006889791	-0.754670058996255	0.343638069358239	-2.19611890034663	0.0280834341174965	0.196717111234799
Ctsl	27.5035952747477	-0.755877318579962	0.344328028769209	-2.19522448196223	0.0281474989349939	0.196975320915434
Rb1	100.714577851071	-0.844978812533887	0.384990548370042	-2.19480404418063	0.0281776572711233	0.197052953690345
Gm8842	28.0001066252685	-0.853569997386093	0.389007515378144	-2.19422495361397	0.0282192414858755	0.197210331303589
Mthfd1l	422.154098566303	0.552906258335757	0.252070002401276	2.19346313749612	0.0282740276730243	0.197459695965121
Tsnaxip1	34.860269997551	0.854765947511448	0.389741123865023	2.19316334656918	0.0282956123247592	0.197477008095011
Cd36	171.642619113412	-0.671900933747431	0.306532412663584	-2.19194090409237	0.0283837740257681	0.197958629102793
Cdc42ep4	16.3189596386155	-0.770878557744189	0.351870276502713	-2.19080328525063	0.0284660307915779	0.19832921613883
Git2	831.45284217951	-0.424453181497201	0.193754478470679	-2.19067546127164	0.0284752860632762	0.19832921613883
Cask	10.7199260538652	-0.739832712762233	0.337787112654729	-2.19023368579031	0.0285072933904614	0.198345000018205
Exosc8	675.09672509614	0.426972055991416	0.194954213619762	2.19011453029777	0.0285159316976637	0.198345000018205
Higd2a	1109.25372230827	0.428588175105347	0.195819029489722	2.18869522651701	0.0286189991694949	0.198928026506993
Kmo	380.748032118644	-0.633540495858678	0.289719640071279	-2.18673644528486	0.0287617694204823	0.199786054254103
1810027O10Rik	940.050288812237	0.425129071183144	0.194594298329602	2.18469438638467	0.0289112620673568	0.2006895935045
Lrrc49	61.1938863380795	0.881848625146277	0.403711324396266	2.18435444302943	0.0289362130749978	0.20072798546522
Nfat5	357.998020490906	-0.481312640551899	0.22037884529048	-2.18402378829729	0.0289605001020994	0.200761723041784
LOC100504448	9.22325226215554	0.830033426737974	0.380251718547395	2.18285253228781	0.0290466716219712	0.201224127268562
Asb2	171.222002960498	-0.821585182405949	0.376478019745819	-2.1822925624201	0.0290879475803512	0.201375101266249
L1cam	35.8217015033489	-0.868598772590076	0.398168031173615	-2.18148797639491	0.0291473428189951	0.201621387148622
Rinl	299.116247967102	0.633407280609274	0.290382980076117	2.18128238935781	0.0291625361636213	0.201621387148622
1810063B07Rik	201.232704505579	-0.631670064264355	0.289817727360567	-2.17954253529317	0.0292913884118967	0.202241677104452
Plekhm2	101.638458397526	-0.817637685619964	0.375109841901222	-2.17972869353631	0.0292775783143823	0.202241677104452
Skil	153.927995445792	0.725921520535584	0.333361479424635	2.17758069045196	0.0294372684245418	0.203113221919936
Kras	265.618475171845	-0.508516734545507	0.233565185981394	-2.17719405573575	0.0294660916397465	0.203176466436571
Trim37	156.062315727366	0.779834078405023	0.358326392580164	2.17632330342667	0.0295310942321327	0.203488926655549
Tpra1	228.132337366361	-0.683891337412888	0.31428119985241	-2.17604914876885	0.0295515856837618	0.203494463442613
Itgb1	913.652941602993	0.372801517314165	0.171388797566709	2.17518019034506	0.0296166160575629	0.203806487064561
Gm5914	53.6457374777542	-0.875956928332114	0.402836240740306	-2.17447399152156	0.0296695565820876	0.203829745703004
Paxip1	127.000276015554	0.755064072952045	0.347260306424298	2.17434604238779	0.0296791570513758	0.203829745703004
Vcp	1931.17629516514	0.32183654831055	0.147981804352569	2.17483865478332	0.0296422092777219	0.203829745703004
Stil	97.5709621932843	0.797312380583108	0.36681271790062	2.17362251000011	0.029733496487244	0.20406734375309
Trp53	1066.4764897717	0.526161647240786	0.242218356412149	2.17226165281004	0.0298359327068304	0.204634505944127
Zfp871	377.936469971379	-0.621909263050841	0.2864900726525	-2.17078817877641	0.0299471879370666	0.205261362412149
Irak1bp1	37.2634896195522	0.873710964637301	0.402569593287656	2.17033521459479	0.0299814607595476	0.205360091723449
1520402A15Rik	96.5800649950812	0.866614271030192	0.399481487961327	2.16934775989942	0.0300562918447138	0.205717536528433
Tcea1	1464.26945534259	0.401130494940465	0.184927618372728	2.16912161888103	0.0300734517893249	0.205717536528433
Atg16l1	224.381227096703	-0.577569228568871	0.266507931503219	-2.16717463270655	0.0302215408699215	0.205836752114812
Clec16a	73.9330697474104	-0.867811108666572	0.400300962402892	-2.16789663321654	0.0301665520872584	0.205836752114812
Fbxo21	176.565985715738	0.643514146221593	0.296788686897191	2.16825699439315	0.0301391385506288	0.205836752114812
Fis1	2352.5908668928	0.296811322287535	0.136941755687736	2.16742746430347	0.0302022749951945	0.205836752114812
Slc40a1	107.122066231403	-0.789556102649317	0.364344371036339	-2.1670599724198	0.0302302815122179	0.205836752114812
Tbrg4	316.576613292921	-0.533031406365887	0.245964481076233	-2.16710723448189	0.0302266784255739	0.205836752114812
Zmiz1	32.9159218410654	-0.831244106872729	0.383374430420084	-2.16823043196149	0.0301411584872222	0.205836752114812
Tnfsf9	47.1960828530981	0.845104847608787	0.390099697751883	2.16638170313657	0.030282030946779	0.206053371866957
Rnf114	1416.05460698252	-0.369519799695849	0.170612977278528	-2.16583641871862	0.0303236893033944	0.206201087263082
Bcat2	206.46214900931	-0.701030282350627	0.323753969122036	-2.16531795502522	0.0303633442784847	0.206334994386863
Zfp777	308.25805811577	-0.678730459887571	0.313895081847256	-2.16228446745096	0.0305962562248257	0.207781146083968
Qsox2	57.5437744295104	-0.870011768392818	0.402427216276619	-2.16191085792466	0.0306250479124674	0.207840115051388
Brp44l	746.881955420756	-0.313343950488341	0.144958155803322	-2.16161656273748	0.0306477437330584	0.207857663533394
1500012F01Rik	1307.16770468838	-0.380468951338249	0.176152094470233	-2.15988888739863	0.0307812722390814	0.208626380238128
BC018507	281.351109641167	-0.561341293321817	0.260608081913653	-2.15396732595502	0.0312427343751961	0.211615270315876
Rgs3	32.6233274442271	-0.835646730401884	0.388015194644159	-2.15364434675873	0.0312680736811753	0.211648205349461
Dyrk1a	860.676023726464	0.399002651104045	0.185493839690542	2.15102912188188	0.0314739011610067	0.212312072637998
Fmnl1	776.267265584318	-0.427982594591268	0.199023710347704	-2.15041008854454	0.0315227910410572	0.212312072637998
Lrrk2	522.594729844517	-0.558457840145676	0.259554159134285	-2.15160428177438	0.0314285346133529	0.212312072637998
Pigyl	233.760825287184	-0.665190408520538	0.309150545554941	-2.15167146907824	0.0314232387809425	0.212312072637998
Prkd2	1144.76277776295	-0.420902446069067	0.195660952551228	-2.15118264825409	0.0314617860593561	0.212312072637998
Rad51c	110.453975095086	0.785741033575917	0.365407779953175	2.15031281949335	0.0315304790537275	0.212312072637998
Tmem55a	27.1515933342307	-0.787637464452872	0.366203287361162	-2.15082030019047	0.0314903861603114	0.212312072637998
Tnni2	113.657235585768	0.751598972143355	0.34932200839139	2.15159352714256	0.0314293823851833	0.212312072637998
BC037034	156.125289986148	-0.723227531436046	0.33644177463337	-2.14963653733002	0.0315839759451418	0.21253383813085
Fancm	175.01384062258	0.659500477466325	0.306837428806554	2.14934820706671	0.0316068077953832	0.212549099136683
Fam78a	318.566066893682	0.478755891942513	0.222838487673936	2.14844346207843	0.0316785432592487	0.212859205139965
Ormdl3	253.071268363243	-0.541413182462229	0.252025530475997	-2.14824736779512	0.0316941095888551	0.212859205139965
1700010I14Rik	49.6872874830315	0.865776094312352	0.40315994917809	2.14747545255272	0.031755449405699	0.21313267860864
Il11ra1	33.2660490463572	-0.848227031488981	0.395084127176161	-2.14695294784843	0.0317970277002248	0.213273250038626
Golt1b	135.008023327723	0.68086693802188	0.317241626274561	2.14620932951786	0.0318562815850576	0.213393730695499
Mrpl54	1132.50049866676	0.434834732858119	0.202605149697493	2.14621757397265	0.0318556241219419	0.213393730695499
Aamp	391.318538633	-0.520032092844657	0.242420448329253	-2.14516595620826	0.0319395804889475	0.213443703667315
Akap8l	490.473007715705	-0.378584706658517	0.176489673818564	-2.1450813436695	0.0319463438054698	0.213443703667315
Icam1	607.724558775608	0.5256423260458	0.245037457592347	2.14515091370347	0.0319407827886461	0.213443703667315
Scamp3	586.162788279602	-0.47222665175063	0.220066510782561	-2.14583604779929	0.0318860615363121	0.213443703667315
Banf1	1342.67707253393	0.351531568028146	0.163920599265126	2.14452344369226	0.031990969050642	0.213603783015139
Arl3	104.935380343313	-0.731303391027784	0.341093572063398	-2.14399640135071	0.0320331751299939	0.213747513327061
Pask	134.311364065067	0.806680397010699	0.376438678523458	2.14292643937339	0.032119005574972	0.214181962337362
Nmral1	915.320296837059	0.513304729468568	0.239579605022183	2.14252264678807	0.0321514482855186	0.214260070586151
Zfp688	194.529833276562	-0.6658986393069	0.310859695171351	-2.14211957886611	0.0321838607769021	0.214337876926585
Sord	138.259711306707	0.797501536482295	0.372352590121475	2.14179129577726	0.0322102801726445	0.214375695984838
1500035H01Rik	249.563489027285	-0.663647056136166	0.310366615469793	-2.13826817401615	0.0324949840476757	0.21531705774346
Alkbh6	286.275947554402	-0.578680450441877	0.270624985637353	-2.13831124675727	0.0324914903609559	0.21531705774346
Bace1	53.4734150177453	-0.850066150947703	0.397650224353527	-2.13772330275855	0.0325392070622373	0.21531705774346
Gng3	14.3459061269235	0.765244285725752	0.357772582021855	2.13891260588271	0.0324427469261335	0.21531705774346
Haghl	29.2914514943928	0.817432271034065	0.38211293949821	2.13924258128373	0.0324160272481464	0.21531705774346
Ncoa1	958.375829164658	0.408850490078894	0.191247391760407	2.13780949541575	0.0325322080358587	0.21531705774346
Obfc1	154.145931532678	0.720950951536008	0.3372354899265	2.13782645383242	0.0325308311283204	0.21531705774346
Ret	23.6296480970913	0.79865893415604	0.373488646956649	2.13837539819179	0.032486287550154	0.21531705774346
Rpl21	11787.6293565185	-0.264237337907793	0.123516507757445	-2.13928763616511	0.0324123804032644	0.21531705774346
Ccdc41	81.1354225507355	-0.767063773413214	0.359313195901614	-2.13480546265061	0.0327769039039967	0.216751170026686
Gnb4	151.971124586988	0.819853352464168	0.384258608202409	2.1335978816441	0.0328757115454161	0.217265571952315
Evi5l	43.730660485162	-0.854765408951553	0.400720007936961	-2.13307394694906	0.0329186606016725	0.217410399986509
Arhgap8	189.266079269196	0.720358307403064	0.337855087119961	2.13215172677654	0.0329943754290109	0.217632332121414
Klhdc3	512.279509227042	0.423204435579525	0.198480966364494	2.13221672249592	0.0329890343629167	0.217632332121414
2500004C02Rik	52.8592176408322	-0.806797492693808	0.378844785314357	-2.12962544020329	0.0332025490103151	0.218124291152085
AI427809	10.6537501822122	-0.695805233507028	0.326800453286183	-2.12914402813788	0.0332423460526616	0.218124291152085
H2-T10	96.8055619681686	-0.673604213264149	0.316165050893025	-2.13054609091523	0.0331265548268825	0.218124291152085
Mrpl3	787.1273807063	0.438939827092513	0.206103316809434	2.12970773050859	0.0331957503738676	0.218124291152085
Nid1	36.2029502554219	-0.836250317981314	0.392614361902215	-2.12995345847687	0.0331754559821112	0.218124291152085
Pdlim2	513.801554719012	-0.482804528937918	0.226743249366757	-2.12930056478542	0.0332294011122592	0.218124291152085
Rc3h2	179.320884338439	0.742737891236977	0.348876190887564	2.12894405131919	0.0332588895951709	0.218124291152085
Rcn2	197.305810419125	0.710584002037007	0.333579030691977	2.13018186593735	0.0331566015940806	0.218124291152085
Tnfsf10	16.7363422051922	-0.861304357178951	0.404555050205097	-2.12901645089413	0.0332528993603007	0.218124291152085
2210021J22Rik	172.29569737564	-0.625555324493359	0.294106322109827	-2.1269700018885	0.0334225757537535	0.218228517366264
Atf2	171.757453824141	-0.639494662473918	0.30064219839914	-2.12709548386454	0.033412150442371	0.218228517366264
Heatr1	319.687280280675	0.572935775282269	0.26928431620276	2.12762400484873	0.0333682703185531	0.218228517366264
Rnf213	682.824849772242	-0.36307191777314	0.170657956850704	-2.12748309233987	0.0333799646682409	0.218228517366264
Sap30	77.948031261344	0.790805044277123	0.371727727506929	2.12737707133343	0.0333887656785334	0.218228517366264
Tnf	184.219703254909	0.631722489895927	0.296914334196739	2.12762543649152	0.0333681515242989	0.218228517366264
Uba52	23161.2275362001	-0.231483271059683	0.108815805186534	-2.12729456592147	0.0333956159870928	0.218228517366264
Daam1	56.9663579714048	0.860401509198082	0.404651013359622	2.12628037689708	0.0334799209643488	0.218464938817872
Acyp1	587.88262811754	0.506211769148015	0.238176958219771	2.1253599547649	0.0335565890468106	0.218827069014406
Spna2	681.441019494419	-0.472289486471702	0.22231230761662	-2.12444147395641	0.0336332450757767	0.219188663999513
Fermt3	1906.23627136983	0.373236057693564	0.175771974612841	2.12341050679815	0.0337194675293297	0.219612108622024
Pafah1b3	1072.43246177488	0.413395297685862	0.194754666623155	2.12264642924203	0.0337834912142585	0.219890532235879
Hs3st1	290.023996909086	-0.689171523906501	0.324800351761886	-2.12183121159838	0.0338519146274345	0.220197224411053
Gigyf1	144.061247113916	-0.658389262832899	0.31050475422043	-2.120383839165	0.0339736884562824	0.220850342065493
Rps6kb1	500.244647091765	0.436036093252904	0.205667775171921	2.12009923717226	0.0339976772851129	0.220867374241941
Adprh	1461.80330433151	0.269989651629569	0.12740401732477	2.11916121091636	0.0340768451580706	0.221242632885564
C330011M18Rik	12.4889737060554	-0.679199527101544	0.320664290922605	-2.11810153586909	0.0341664694988291	0.221621430646975
Nptn	61.841861707164	-0.765118415090458	0.361251762559238	-2.11796451779248	0.0341780727990788	0.221621430646975
9330151L19Rik	29.6019937855604	-0.80858257066679	0.382353635097487	-2.11475057759194	0.0344512111508968	0.223242437410598
Pld3	314.245247062712	-0.610972273883359	0.288941964084719	-2.11451554231222	0.034471258717813	0.223242437410598
Unc5cl	20.6837768967109	-0.741737236902728	0.351173369804685	-2.11216823563605	0.0346720219627444	0.224402015658689
Ighmbp2	77.6266346301157	-0.728602669743386	0.345177574133877	-2.11080534872986	0.0347890462073646	0.224993456942172
Rpl7a	19709.9356735107	-0.192142796677418	0.0910371662693725	-2.11059729285599	0.0348069405621646	0.224993456942172
Ptcd1	98.3384645494935	0.797475535829539	0.378055629576257	2.10941320123546	0.0349089309908434	0.225511694200848
Art5	11.8691867670289	0.67766602036531	0.321384601091856	2.10858273253616	0.0349806146469727	0.225559079568342
Ostm1	138.011391060044	-0.696649664323318	0.330325540504156	-2.10897910969906	0.0349463848550801	0.225559079568342
Taf1c	104.497549907391	-0.720524991771205	0.341712662610809	-2.1085697739912	0.0349817341861506	0.225559079568342
Lst1	366.832623124604	0.72072951304611	0.341976985543438	2.10753806107974	0.0350709661095544	0.225993457424161
4932438A13Rik	439.47865276975	0.524840165040888	0.24907695675144	2.10714058773666	0.035105395033598	0.226074369512317
Mrps34	357.416143429615	-0.461621449547783	0.219372788068729	-2.10427853705884	0.0353541571554488	0.227426962423143
Unc45a	414.059362548942	0.609397566486215	0.289607620939966	2.10421799159954	0.0353594358179171	0.227426962423143
Ext2	157.037322993126	-0.725182539366887	0.344716694909487	-2.103705883921	0.0354041108902262	0.227431255538457
Plaa	365.511198754803	0.548067270258832	0.260504976260729	2.10386487861289	0.0353902354137026	0.227431255538457
5730494N06Rik	219.695998281952	-0.661237122742498	0.314446942614338	-2.10285753534417	0.0354782248113365	0.227624414432014
Ncstn	228.481176233887	-0.64196471693539	0.305272643326324	-2.10292252178377	0.0354725427502267	0.227624414432014
Sgol2	25.8282952812125	-0.838249731623807	0.398784400018667	-2.10201234447629	0.0355521944626639	0.227957495016188
Ggnbp1	255.89617022253	0.70772976867987	0.336748359766268	2.10165765668791	0.0355832752983574	0.228015333839939
Cenpa	639.608492008833	-0.453173490969474	0.21572146262658	-2.10073437038544	0.0356642904178993	0.228024646242165
Irf7	403.892457385821	-0.594286520765251	0.2828173857262	-2.10130830266775	0.0356139113998303	0.228024646242165
Oas3	31.9740361628373	-0.850353442897379	0.404717628522943	-2.1011030480704	0.035631921399757	0.228024646242165
Tmem184b	229.892606119523	0.732429625154719	0.34867049410438	2.10063552132821	0.0356729733914068	0.228024646242165
BC006779	1797.17128819609	0.295417534239577	0.14066447646415	2.10015735077838	0.0357150017062144	0.228134415942322
Mmgt1	96.0484941665442	0.812041769574097	0.386697961926176	2.0999380641399	0.035734289803659	0.228134415942322
Ndufv2	1533.82373184659	0.356641358977715	0.169991797810295	2.09799157119165	0.0359058899562636	0.229088443572803
Eef1e1	226.959173670111	0.570183377578294	0.271956463102439	2.09659800349558	0.0360291761752149	0.229733229455288
2310039H08Rik	233.290293455415	-0.652684937115435	0.31140554991931	-2.09593225709868	0.0360882007438268	0.229967720646235
Rpl27	8255.96711521261	-0.261779116718598	0.124989874108279	-2.09440259529998	0.0362241317771612	0.230691698119987
Ttll12	193.522122135604	0.716295161133016	0.342098643966213	2.09382636782319	0.0362754503880105	0.230876265523692
4930422G04Rik	71.6083136807844	0.843997884502525	0.403273810640475	2.0928655971041	0.0363611540770833	0.231161234595016
Mrpl30	827.978506321723	-0.388348729943633	0.185583575568103	-2.09258135454515	0.0363865424380684	0.231161234595016
Mrpl40	765.274616122843	0.439649640760162	0.210125187666755	2.0923224180883	0.0364096836223574	0.231161234595016
Tmem111	366.783634217124	-0.529757491393288	0.253178210916858	-2.09242923976288	0.0364001354362919	0.231161234595016
C530050E15Rik	12.882779646774	-0.785356335282081	0.375620628176597	-2.09082323059438	0.0365439128635231	0.231586685075031
Pag1	55.5822720883734	0.845543298108649	0.404358600448238	2.09107286742844	0.0365215324991874	0.231586685075031
Zfp329	87.0390818639697	-0.789526031770995	0.377548706450935	-2.09118987373249	0.0365110467065493	0.231586685075031
Rara	61.6126373079016	-0.811255628702897	0.388225363404983	-2.0896512829241	0.0366491362167579	0.232111196039467
Canx	1207.25797872647	0.403606772140766	0.193174104274938	2.08934201432262	0.0366769469128502	0.232145084685377
Ncf1	1211.79373125812	-0.394754666920236	0.188978594808113	-2.08888560802913	0.0367180216730519	0.232262834769073
Cln5	327.456760631862	-0.467112054574642	0.223690978091473	-2.08820247718541	0.0367795739605648	0.232509893857124
Net1	230.288859680866	0.563930615662919	0.270292538897553	2.08637137363478	0.0369449959728743	0.233412884092683
Rpl8	42913.5034434495	-0.312625793441534	0.149942536921259	-2.08497068183997	0.0370719618842345	0.234071959704
Rbx1	1108.42077357015	0.392336867167758	0.188204765662954	2.08462769678411	0.0371031083789958	0.234125597194933
Mafb	81.302986806591	-0.694479271380031	0.333196359478665	-2.08429429561189	0.0371334059131085	0.234173815447156
Atp5f1	5306.0167763002	0.292521466656996	0.140406529694031	2.08338933591229	0.0372157495197116	0.234407060960231
Rps15a	30518.8924733516	-0.255161062786571	0.122473911516014	-2.08339114533145	0.0372155847230484	0.234407060960231
Setd1b	118.206378708978	-0.752445581502165	0.361503910264789	-2.08143137636056	0.0373944392407153	0.235355681689151
Tinf2	330.423212146471	0.550455871840644	0.26448450969598	2.08124049485311	0.0374118987050382	0.235355681689151
Dyrk3	101.356218498501	0.813583652546905	0.390974402957696	2.08091283314764	0.0374418852959435	0.235401050133134
Fam65a	111.409323395063	-0.793176826379132	0.381425518397714	-2.07950645177359	0.0375708254179883	0.235924697156943
Synj2	72.0201620931994	0.835943790093413	0.401945175777775	2.07974579736114	0.0375488550480005	0.235924697156943
Rps10	28268.7911772155	-0.251794531865506	0.121120731936439	-2.07887227760184	0.0376290913829499	0.236147109006782
Ccdc28b	254.205539803302	0.656969524012064	0.316211863632013	2.07762452827072	0.037743955210994	0.236580667714272
Hmgn5	183.577147849269	0.766900776548583	0.369088727960418	2.07782226454455	0.037725732373965	0.236580667714272
Raver1	706.854350725402	0.392717420398455	0.189086222223684	2.07692245251947	0.0378087171095025	0.236842969723526
