0,0.996894
2,0.998507
4,0.994918
6,0.997321
8,0.996804
10,0.997452
12,0.996762
14,0.996679
16,0.996215
18,0.997165
20,0.996268
22,0.995175
24,0.994525
26,0.996276
28,0.995582
30,0.991704
32,0.990456
34,0.99404
36,0.992861
38,0.987176
40,0.985973
42,0.990609
44,0.988315
46,0.978141
48,0.977636
50,0.98286
52,0.981319
54,0.96848
56,0.969374
58,0.973105
60,0.972037
62,0.955671
64,0.958555
66,0.961965
68,0.958485
70,0.944753
72,0.939161
74,0.947731
76,0.947532
78,0.932537
80,0.92961
82,0.938113
84,0.931665
86,0.912818
88,0.914301
90,0.913127
92,0.917098
94,0.891293
96,0.892472
98,0.897624
100,0.892615
102,0.891877
104,0.886179
106,0.883024
108,0.88418
110,0.871164
112,0.869106
114,0.80097
116,0.166033
118,0.0137976
120,0.0182821
122,0.0123298
124,-0.00644314
126,-0.0287425
