0,0.999985
2,0.999972
4,0.999959
6,0.999981
8,0.999977
10,0.99998
12,0.99998
14,0.999973
16,0.999968
18,0.999973
20,0.99997
22,0.999972
24,0.999956
26,0.999962
28,0.999955
30,0.999965
32,0.999956
34,0.999969
36,0.999936
38,0.999941
40,0.999927
42,0.999916
44,0.999936
46,0.999918
48,0.999939
50,0.999921
52,0.99993
54,0.999867
56,0.999931
58,0.999913
60,0.999907
62,0.999935
64,0.999909
66,0.999919
68,0.999924
70,0.999908
72,0.999925
74,0.999911
76,0.999927
78,0.999901
80,0.999902
82,0.999942
84,0.999898
86,0.999922
88,0.999897
90,0.999862
92,0.9999
94,0.999876
96,0.99991
98,0.999905
100,0.999908
102,0.999898
104,0.999912
106,0.999878
108,0.999905
110,0.999921
112,0.999898
114,0.999865
116,0.999979
118,0.0211846
120,0.01845
122,0.0382482
124,0.137886
126,0.128311
