0.0,-1355.095817
0.1,-1262.166849
0.2,-1169.51729
0.3,-1077.153217
0.4,-985.0807814
0.5,-893.3062049
0.6,-801.8357814
0.7,-710.675875
0.8,-619.8329201
0.9,-529.3134204
1.0,-439.123948
1.1,-349.2711433
1.2,-259.7617136
1.3,-170.6024324
1.4,-81.80013833
1.5,6.6382654
1.6,94.70581256
1.7,182.3954748
1.8,269.7001627
1.9,356.6127272
2.0,443.125961
2.1,529.2325995
2.2,614.9253226
2.3,700.1967561
2.4,785.0394732
2.5,869.4459963
2.6,953.4087983
2.7,1036.920305
2.8,1119.972896
2.9,1202.558908
3.0,1284.670635
3.1,1366.300333
3.2,1447.440218
3.3,1528.082472
3.4,1608.219243
3.5,1687.842651
3.6,1766.944784
3.7,1845.517705
3.8,1923.553455
3.9,2001.044053
4.0,2077.981499
4.1,2154.35778
4.2,2230.164868
4.3,2305.394726
4.4,2380.039311
4.5,2454.090575
4.6,2527.540469
4.7,2600.380949
4.8,2672.603973
4.9,2744.20151
5.0,2815.165539
5.1,2885.488058
5.2,2955.16108
5.3,3024.176644
5.4,3092.526811
5.5,3160.203674
5.6,3227.199358
5.7,3293.506027
5.8,3359.115883
5.9,3424.021173
6.0,3488.214193
6.1,3551.68729
6.2,3614.432867
6.3,3676.443389
6.4,3737.711382
6.5,3798.229442
6.6,3857.990236
6.7,3916.986509
6.8,3975.211084
6.9,4032.656869
7.0,4089.316862
7.1,4145.184154
7.2,4200.251931
7.3,4254.513483
7.4,4307.962203
7.5,4360.591597
7.6,4412.395284
7.7,4463.367001
7.8,4513.500609
7.9,4562.790096
8.0,4611.229582
8.1,4658.813323
8.2,4705.535714
8.3,4751.391296
8.4,4796.37476
8.5,4840.480948
8.6,4883.704861
8.7,4926.041661
8.8,4967.486677
8.9,5008.035407
9.0,5047.683525
9.1,5086.426883
9.2,5124.261514
9.3,5161.183639
9.4,5197.18967
9.5,5232.276214
9.6,5266.440072
9.7,5299.678254
9.8,5331.987969
9.9,5363.366639
10.0,5393.811899
10.1,5423.321598
10.2,5451.893807
10.3,5479.526818
10.4,5506.219149
10.5,5531.969548
10.6,5556.776992
10.7,5580.640695
10.8,5603.560106
10.9,5625.534916
11.0,5646.565053
11.1,5666.650693
11.2,5685.792256
11.3,5703.99041
11.4,5721.246071
11.5,5737.560407
11.6,5752.934838
11.7,5767.371038
11.8,5780.870933
11.9,5793.436706
12.0,5805.070795
12.1,5815.775894
12.2,5825.554956
12.3,5834.411186
12.4,5842.348049
12.5,5849.369266
12.6,5855.478813
12.7,5860.680919
12.8,5864.980072
12.9,5868.381008
13.0,5870.888719
13.1,5872.508446
13.2,5873.245677
13.3,5873.10615
13.4,5872.095846
13.5,5870.220991
13.6,5867.488048
13.7,5863.903721
13.8,5859.474949
13.9,5854.208901
14.0,5848.112976
14.1,5841.194801
14.2,5833.462223
14.3,5824.92331
14.4,5815.586342
14.5,5805.459814
14.6,5794.552426
14.7,5782.873082
14.8,5770.430884
14.9,5757.23513
15.0,5743.295306
15.1,5728.621084
15.2,5713.222317
15.3,5697.109033
15.4,5680.291429
15.5,5662.77987
15.6,5644.58488
15.7,5625.717137
15.8,5606.187469
15.9,5586.006849
16.0,5565.186388
16.1,5543.737329
16.2,5521.671043
16.3,5498.999023
16.4,5475.732876
16.5,5451.884322
16.6,5427.465181
16.7,5402.487374
16.8,5376.962914
16.9,5350.903898
17.0,5324.322505
17.1,5297.230988
17.2,5269.641666
17.3,5241.566923
17.4,5213.019196
17.5,5184.010973
17.6,5154.554785
17.7,5124.663202
17.8,5094.348823
17.9,5063.624273
18.0,5032.502196
18.1,5000.99525
18.2,4969.116099
18.3,4936.877407
18.4,4904.291834
18.5,4871.372027
18.6,4838.130619
18.7,4804.580216
18.8,4770.733397
18.9,4736.602703
19.0,4702.200638
19.1,4667.539656
19.2,4632.63216
19.3,4597.490493
19.4,4562.126936
19.5,4526.553698
19.6,4490.782915
19.7,4454.826642
19.8,4418.696847
19.9,4382.405407
20.0,4345.964104
20.1,4309.384618
20.2,4272.678521
20.3,4235.857276
20.4,4198.932229
20.5,4161.914604
20.6,4124.815502
20.7,4087.645893
20.8,4050.416613
20.9,4013.13836
21.0,3975.821691
21.1,3938.477014
21.2,3901.114591
21.3,3863.744527
21.4,3826.376772
21.5,3789.021115
21.6,3751.687182
21.7,3714.384433
21.8,3677.122156
21.9,3639.90947
22.0,3602.755317
22.1,3565.668462
22.2,3528.657493
22.3,3491.730813
22.4,3454.896644
22.5,3418.163022
22.6,3381.537796
22.7,3345.028627
22.8,3308.642986
22.9,3272.388155
23.0,3236.271222
23.1,3200.299086
23.2,3164.478451
23.3,3128.815827
23.4,3093.317534
23.5,3057.989694
23.6,3022.83824
23.7,2987.868909
23.8,2953.087246
23.9,2918.498603
24.0,2884.108141
24.1,2849.920832
24.2,2815.941456
24.3,2782.174605
24.4,2748.624684
24.5,2715.295912
24.6,2682.192325
24.7,2649.317775
24.8,2616.675932
24.9,2584.270289
25.0,2552.104163
25.1,2520.180693
25.2,2488.502848
25.3,2457.073426
25.4,2425.895057
25.5,2394.970206
25.6,2364.301175
25.7,2333.890106
25.8,2303.738984
25.9,2273.84964
26.0,2244.223751
26.1,2214.862848
26.2,2185.768315
26.3,2156.941394
26.4,2128.383186
26.5,2100.094656
26.6,2072.076635
26.7,2044.329826
26.8,2016.854803
26.9,1989.652015
27.0,1962.721791
27.1,1936.064344
27.2,1909.679771
27.3,1883.568058
27.4,1857.729082
27.5,1832.162618
27.6,1806.868336
27.7,1781.845809
27.8,1757.094515
27.9,1732.61384
28.0,1708.403079
28.1,1684.461443
28.2,1660.788058
28.3,1637.381971
28.4,1614.242152
28.5,1591.367497
28.6,1568.75683
28.7,1546.408907
28.8,1524.322418
28.9,1502.495991
29.0,1480.928193
29.1,1459.617534
29.2,1438.562471
29.3,1417.761406
29.4,1397.212693
29.5,1376.914639
29.6,1356.865505
29.7,1337.063513
29.8,1317.506841
29.9,1298.193632
30.0,1279.121995
30.1,1260.290003
30.2,1241.695698
30.3,1223.337098
30.4,1205.212187
30.5,1187.318931
30.6,1169.65527
30.7,1152.219122
30.8,1135.008389
30.9,1118.020953
31.0,1101.254683
31.1,1084.707432
31.2,1068.377043
31.3,1052.261348
31.4,1036.358169
31.5,1020.665322
31.6,1005.180616
31.7,989.9018564
31.8,974.8268457
31.9,959.9533844
32.0,945.2792726
32.1,930.8023116
32.2,916.5203047
32.3,902.4310586
32.4,888.5323845
32.5,874.8220992
32.6,861.2980262
32.7,847.9579968
32.8,834.7998509
32.9,821.821438
33.0,809.0206182
33.1,796.3952632
33.2,783.9432567
33.3,771.6624958
33.4,759.5508912
33.5,747.6063682
33.6,735.8268674
33.7,724.2103453
33.8,712.754775
33.9,701.4581466
34.0,690.318468
34.1,679.3337651
34.2,668.5020828
34.3,657.8214848
34.4,647.2900545
34.5,636.9058952
34.6,626.6671305
34.7,616.5719047
34.8,606.6183827
34.9,596.8047511
35.0,587.1292173
35.1,577.5900109
35.2,568.1853828
35.3,558.9136061
35.4,549.772976
35.5,540.7618096
35.6,531.8784463
35.7,523.121248
35.8,514.4885986
35.9,505.9789042
