x,y
40.3,993.3617607
40.4,993.4868391
40.5,993.6094856
40.6,993.7297403
40.7,993.8476427
40.8,993.9632319
40.9,994.076546
41,994.1876228
41.1,994.2964997
41.2,994.4032131
41.3,994.5077994
41.4,994.610294
41.5,994.710732
41.6,994.809148
41.7,994.9055762
41.8,995.0000501
41.9,995.0926029
42,995.1832672
42.1,995.2720753
42.2,995.3590589
42.3,995.4442494
42.4,995.5276777
42.5,995.6093742
42.6,995.689369
42.7,995.7676918
42.8,995.8443718
42.9,995.9194379
43,995.9929185
43.1,996.0648417
43.2,996.1352352
43.3,996.2041262
43.4,996.2715418
43.5,996.3375085
43.6,996.4020524
43.7,996.4651995
43.8,996.5269752
43.9,996.5874047
44,996.6465127
44.1,996.7043237
44.2,996.7608618
44.3,996.8161508
44.4,996.8702141
44.5,996.9230747
44.6,996.9747555
44.7,997.0252789
44.8,997.0746671
44.9,997.1229417
45,997.1701243
45.1,997.2162361
45.2,997.2612978
45.3,997.3053301
45.4,997.3483532
45.5,997.390387
45.6,997.431451
45.7,997.4715647
45.8,997.510747
45.9,997.5490167
46,997.5863921
46.1,997.6228915
46.2,997.6585326
46.3,997.6933331
46.4,997.7273102
46.5,997.7604809
46.6,997.7928618
46.7,997.8244695
46.8,997.8553201
46.9,997.8854294
47,997.9148132
47.1,997.9434866
47.2,997.9714649
47.3,997.9987629
47.4,998.025395
47.5,998.0513756
47.6,998.0767188
47.7,998.1014383
47.8,998.1255477
47.9,998.1490604
48,998.1719893
48.1,998.1943472
48.2,998.2161469
48.3,998.2374006
48.4,998.2581204
48.5,998.2783182
48.6,998.2980057
48.7,998.3171944
48.8,998.3358955
48.9,998.3541199
49,998.3718785
49.1,998.3891818
49.2,998.4060403
49.3,998.422464
49.4,998.4384631
49.5,998.4540472
49.6,998.4692259
49.7,998.4840087
49.8,998.4984047
49.9,998.512423
50,998.5260723
50.1,998.5393613
50.2,998.5522986
50.3,998.5648923
50.4,998.5771507
50.5,998.5890817
50.6,998.600693
50.7,998.6119924
50.8,998.6229873
50.9,998.633685
51,998.6440927
51.1,998.6542175
51.2,998.664066
51.3,998.6736452
51.4,998.6829615
51.5,998.6920215
51.6,998.7008313
51.7,998.7093972
51.8,998.7177252
51.9,998.7258212
52,998.7336909
52.1,998.7413401
52.2,998.7487741
52.3,998.7559986
52.4,998.7630186
52.5,998.7698394
52.6,998.7764661
52.7,998.7829036
52.8,998.7891566
52.9,998.7952301
53,998.8011284
53.1,998.8068563
53.2,998.812418
53.3,998.8178179
53.4,998.8230603
53.5,998.8281492
53.6,998.8330886
53.7,998.8378826
53.8,998.8425349
53.9,998.8470494
54,998.8514296
54.1,998.8556792
54.2,998.8598016
54.3,998.8638004
54.4,998.8676787
54.5,998.87144
54.6,998.8750874
54.7,998.8786239
54.8,998.8820527
54.9,998.8853767
55,998.8885988
55.1,998.8917218
55.2,998.8947485
55.3,998.8976816
55.4,998.9005236
55.5,998.9032772
55.6,998.9059449
55.7,998.9085291
55.8,998.9110321
55.9,998.9134563
56,998.915804
56.1,998.9180773
56.2,998.9202784
56.3,998.9224094
56.4,998.9244724
56.5,998.9264693
56.6,998.9284021
56.7,998.9302726
56.8,998.9320827
56.9,998.9338342
57,998.9355289
57.1,998.9371683
57.2,998.9387543
57.3,998.9402884
57.4,998.9417721
57.5,998.9432071
57.6,998.9445947
57.7,998.9459365
57.8,998.9472338
57.9,998.948488
58,998.9497004
58.1,998.9508724
58.2,998.9520051
58.3,998.9530999
58.4,998.9541578
58.5,998.9551801
58.6,998.9561679
58.7,998.9571223
58.8,998.9580443
58.9,998.958935
59,998.9597953
59.1,998.9606262
59.2,998.9614288
59.3,998.9622038
59.4,998.9629522
59.5,998.9636749
59.6,998.9643726
59.7,998.9650463
59.8,998.9656966
59.9,998.9663244
60,998.9669303
60.1,998.9675152
60.2,998.9680797
60.3,998.9686245
60.4,998.9691502
60.5,998.9696575
60.6,998.970147
60.7,998.9706193
60.8,998.971075
60.9,998.9715146
61,998.9719386
61.1,998.9723477
61.2,998.9727423
61.3,998.9731229
61.4,998.9734899
61.5,998.973844
61.6,998.9741854
61.7,998.9745146
61.8,998.974832
61.9,998.9751382
62,998.9754333
62.1,998.9757179
62.2,998.9759923
62.3,998.9762568
62.4,998.9765118
62.5,998.9767576
62.6,998.9769945
62.7,998.9772229
62.8,998.977443
62.9,998.9776552
63,998.9778597
63.1,998.9780568
63.2,998.9782468
63.3,998.9784298
63.4,998.9786062
63.5,998.9787762
63.6,998.97894
63.7,998.9790978
63.8,998.9792499
63.9,998.9793964
64,998.9795376
64.1,998.9796736
64.2,998.9798046
64.3,998.9799309
64.4,998.9800525
64.5,998.9801696
64.6,998.9802825
64.7,998.9803912
64.8,998.980496
64.9,998.9805968
65,998.980694
65.1,998.9807876
65.2,998.9808777
65.3,998.9809646
65.4,998.9810482
65.5,998.9811287
65.6,998.9812063
65.7,998.981281
65.8,998.981353
65.9,998.9814223
66,998.981489
66.1,998.9815533
66.2,998.9816152
66.3,998.9816747
66.4,998.9817321
66.5,998.9817874
66.6,998.9818406
66.7,998.9818919
66.8,998.9819412
66.9,998.9819887
67,998.9820345
67.1,998.9820785
67.2,998.9821209
67.3,998.9821618
67.4,998.9822011
67.5,998.9822389
67.6,998.9822754
67.7,998.9823105
67.8,998.9823443
67.9,998.9823768
68,998.9824081
68.1,998.9824383
68.2,998.9824673
68.3,998.9824953
68.4,998.9825222
68.5,998.9825481
68.6,998.982573
68.7,998.982597
68.8,998.9826202
68.9,998.9826424
69,998.9826638
69.1,998.9826845
69.2,998.9827043
69.3,998.9827234
69.4,998.9827418
69.5,998.9827595
69.6,998.9827766
69.7,998.982793
69.8,998.9828088
69.9,998.982824
70,998.9828387
70.1,998.9828528
70.2,998.9828664
70.3,998.9828794
70.4,998.982892
70.5,998.9829041
70.6,998.9829158
70.7,998.982927
70.8,998.9829378
70.9,998.9829482
71,998.9829582
71.1,998.9829678
71.2,998.9829771
71.3,998.982986
71.4,998.9829946
71.5,998.9830029
71.6,998.9830108
71.7,998.9830185
71.8,998.9830259
71.9,998.983033
72,998.9830398
72.1,998.9830464
72.2,998.9830527
72.3,998.9830588
72.4,998.9830647
72.5,998.9830703
72.6,998.9830757
72.7,998.983081
72.8,998.983086
72.9,998.9830909
73,998.9830955
73.1,998.9831
73.2,998.9831043
73.3,998.9831085
73.4,998.9831125
73.5,998.9831164
73.6,998.9831201
73.7,998.9831237
73.8,998.9831271
73.9,998.9831304
74,998.9831336
74.1,998.9831367
74.2,998.9831396
74.3,998.9831424
74.4,998.9831452
74.5,998.9831478
74.6,998.9831504
74.7,998.9831528
74.8,998.9831551
74.9,998.9831574
75,998.9831596
75.1,998.9831617
75.2,998.9831637
75.3,998.9831656
75.4,998.9831675
75.5,998.9831693
75.6,998.983171
75.7,998.9831727
75.8,998.9831743
75.9,998.9831758
76,998.9831773
76.1,998.9831787
76.2,998.9831801
76.3,998.9831814
76.4,998.9831827
76.5,998.9831839
76.6,998.9831851
76.7,998.9831863
76.8,998.9831873
76.9,998.9831884
77,998.9831894
77.1,998.9831904
77.2,998.9831913
77.3,998.9831922
77.4,998.9831931
77.5,998.9831939
77.6,998.9831947
77.7,998.9831955
77.8,998.9831963
77.9,998.983197
78,998.9831977
78.1,998.9831983
78.2,998.983199
78.3,998.9831996
78.4,998.9832002
78.5,998.9832008
78.6,998.9832013
78.7,998.9832018
78.8,998.9832024
78.9,998.9832028
79,998.9832033
79.1,998.9832038
79.2,998.9832042
79.3,998.9832046
79.4,998.983205
79.5,998.9832054
79.6,998.9832058
79.7,998.9832062
79.8,998.9832065
79.9,998.9832068
80,998.9832072
